NOC,1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
TMN,2.742146034,12.90808765,-1.400718026,4.661195223,2.785839903,1.463859726,2.528190447,6.137921319,3.198501201,6.755579725,4.265164597,6.432418915,2.267350187,3.092978056,1.79642139,8.180809619,4.211626826,5.107473187,6.155546131,3.51097576,2.510800279,5.245599095,-1.016176811,2.776135349,1.695968558,2.065338239,1.013463552,7.652586389,3.023101921,-0.481921126,-0.396938618,-3.565138835
MIC,3.208987068,2.042238739,0.851676969,0.576266583,2.789138834,2.534818027,3.540401037,4.989116306,4.720556645,2.023261275,3.468847235,5.798072976,3.422039527,4.614682186,5.619761857,7.562363725,6.883793996,7.816109608,8.432843913,5.592788813,2.386112938,7.547512705,6.034658114,5.160539078,5.20165548,4.607959435,3.981093636,4.295218026,4.95162986,4.524968808,3.655986032,-1.929644122
MDA,..,..,..,..,..,..,..,-5.877060205,1.647064503,-6.542192023,-3.368254529,2.107716048,6.100000413,7.799999641,6.600000038,7.39999969,7.500000139,4.79999985,3.00000024,7.800000145,-6.000000289,7.100000084,5.818166405,-0.589734126,9.043865482,4.999625669,-0.338235324,4.408886724,4.69079339,4.301477742,3.580484271,-6.969046296
MCO,4.163659309,2.643454173,1.015127899,1.366640153,-0.913917519,2.215623411,2.117152311,1.110730002,2.237248754,3.503266589,3.300542834,3.910229226,2.187732536,1.026495079,1.087536596,2.470484448,1.895415281,5.803936536,14.42889902,0.666834793,-11.30000062,2.099999899,7,1.000000923,9.599998464,7.200000717,4.899999169,3.500001391,-3.40000081,6.100000475,7.5,..
MGL,4.178195743,-3.184460178,-8.693544731,-9.256465705,-3.168791549,2.134382694,6.376426887,2.235093844,3.896713583,3.3399366,3.07036901,1.146062137,2.952710544,4.732978465,7.004634575,10.62540596,7.25366544,8.556234809,10.24801636,8.900367946,-1.268598941,6.365161685,17.29077758,12.31981985,11.64891619,7.885225482,2.379835807,1.168393456,5.337037933,7.246629636,5.159070603,-5.335552017
MNE,..,..,..,..,..,..,..,..,..,4.900006713,-9.400001407,3.100000184,1.099842719,1.90393392,2.482659361,4.426052958,4.180601527,8.566419508,6.810150491,7.222790871,-5.795094085,2.734374433,3.228418728,-2.723799564,3.548984342,1.78368226,3.39035841,2.949340815,4.716438739,5.077865034,4.062955413,-15.15898443
MAR,2.846202581,3.411812226,7.216088161,-2.097738761,-0.740591692,10.5880004,-5.405447867,12.37287628,-1.560702356,7.23855269,1.081332562,1.912872981,7.319967454,3.121449656,5.961162155,4.797018362,3.291639684,7.574631645,3.531594152,5.923277686,4.243757321,3.815717917,5.245697297,3.009961262,4.5354242,2.669493927,4.536378168,1.05985639,4.248949211,3.148502644,2.481905132,-7.117232169
MOZ,6.500004552,0.999992833,4.925451257,-6.124715451,10.59852967,6.533396458,2.259757178,11.2025196,11.30106865,9.931251949,11.69852372,1.180300789,12.0868744,9.291051885,6.878532872,7.916407836,6.645908281,9.694374092,7.729746242,7.317755324,6.318197232,6.502353115,7.417384316,7.258439253,6.963607135,7.398512797,6.72327878,3.824214319,3.741317593,3.44381384,2.292736927,-1.281886972
MYA,3.695297423,2.816933273,-0.650616908,9.660942453,6.039410227,7.477958358,6.948051437,6.442715348,5.651582963,5.866213153,10.94512998,13.74593056,11.34399707,12.02551343,13.84399689,13.56466162,13.56895002,13.07610138,11.99143524,10.25530539,10.5500091,9.634439452,5.591482378,7.332670447,8.426001025,7.990915597,6.99284029,5.7500645,6.404977325,6.750460146,1.69442381,-9.992044686
NAM,1.858674962,2.04745994,8.165612443,7.189342571,-1.57953922,1.729879563,3.899014231,3.191324283,4.22010037,3.291585488,3.369278512,3.492183328,1.177948745,4.788661255,4.239794289,12.2695481,2.529262602,7.0731753,5.374044174,2.649812009,0.295970945,6.039249491,5.091338114,5.061682087,5.614719617,6.092519139,4.264174529,0.033794488,-1.027250823,1.108049093,-0.60608576,-7.983543825
NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,6.060606061,-22.85714286,22.22222222,9.090909091,11.11111111,10,11.36363636,30.6122449,26.5625,3.703703704,3.571428571,-5.747126437,6.097560976,0,..
NEP,4.329647934,4.635036347,6.368150403,4.106406612,3.849850022,8.216002709,3.468451883,5.328284175,5.048612536,3.016389482,4.412573271,6.199999988,4.799892149,0.120143175,3.945037767,4.682603245,3.479181046,3.364614788,3.411560276,6.104639142,4.53307872,4.81641465,3.421828241,4.438493505,3.525153171,6.011482843,3.976053272,0.433113719,8.977279356,7.622376105,6.657055428,-2.088378695
NED,4.420117896,4.183222986,2.439134408,1.706070897,1.257552158,2.961092569,3.116035986,3.498742121,4.329053405,4.66391716,5.034048152,4.195642498,2.326955087,0.217273595,0.155645898,1.984945714,2.050876108,3.460988954,3.772842521,2.170324851,-3.666883937,1.342739336,1.551189312,-1.030353991,-0.130175288,1.423395395,1.959169721,2.191713719,2.910902513,2.360915095,1.677418368,-3.741328235
NCL,10.99999947,3.600001274,4.900028139,0.519994838,0.529794652,2.590186894,5.940031114,0.4498791,2.007152305,-3.200275506,0.900172502,2.100108842,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
NZL,0.161232578,0.152969261,-1.090460159,1.09440183,6.391425164,5.11848834,4.72314626,3.616896776,2.049747447,0.797407034,5.450897796,2.905022988,3.464846662,4.674401833,4.54980201,4.028139435,3.321144113,2.880937844,3.027510555,-1.115041324,-0.135169931,1.527994135,2.256736921,2.24064087,2.695783859,3.813831016,3.707375818,3.730079893,3.613281553,3.20574788,1.633932613,0.981029013
NCA,-1.73821633,-0.052499721,-0.189281496,0.386346619,-0.392936019,3.337726081,5.911907916,6.344268336,3.966650879,3.711681463,7.035970573,4.101590155,2.960843554,0.753938895,2.520732899,5.312170527,4.282398312,4.152323187,5.075817499,3.435572996,-3.29204088,4.40884491,6.317524825,6.496747299,4.926792269,4.785170747,4.793318181,4.562313014,4.631383681,-3.363705717,-3.674259061,-1.977329393
NIG,0.957045972,-1.308478284,-0.439489101,2.000752361,0.321655475,1.854778792,2.457244121,0.100530504,1.527475712,9.972614957,-0.219562519,-1.208477743,7.268134903,4.918470578,2.170610381,0.36380158,7.331868841,5.931049974,3.142724084,7.731414229,1.962600905,8.578166743,2.357756936,10.54894458,5.315130636,6.642136654,4.392648832,5.709274187,4.999097165,7.219172668,5.90279179,1.500005543
NGR,1.919381297,11.77688593,0.358352604,4.631192947,-2.035118776,-1.814924483,-0.072664767,4.195924045,2.93709942,2.581254103,0.584126895,5.015934757,5.917684652,15.32915574,7.34719497,9.250558228,6.438516525,6.059428031,6.591130361,6.764472778,8.036925102,8.005655915,5.307924204,4.230061175,6.671335393,6.309718656,2.652693295,-1.61686895,0.80588662,1.922757342,2.208429277,-1.794253082
NAC,3.670956381,1.885008088,-0.109974788,3.520710173,2.752963715,4.02723408,2.68506329,3.771961995,4.447285852,4.331622551,4.684216633,4.1982427,1.036617541,1.887731392,2.946082598,3.808583096,3.645756238,2.975547873,2.336918837,-0.027224507,-2.576179961,2.612573082,1.7040751,2.198583694,1.889212184,2.557805327,2.835507293,1.641859949,2.401187048,2.940452193,2.131756188,-3.670536125
MKD,..,..,-6.170767647,-6.565198677,-7.469271319,-1.758166181,-1.114727694,1.185103889,1.439981337,3.378735647,4.339027913,4.549135783,-3.067256625,1.493665472,2.222601657,4.67408958,4.724088642,5.137025162,6.473486858,5.47200139,-0.358614857,3.358750858,2.339886045,-0.456183224,2.925257665,3.629123513,3.85586514,2.848205194,1.081772738,2.88059671,3.17415085,-4.531995024
MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.343170899,-3.077975376,-12.70289344,-6.871463217,-6.684027778,-11.06976744,-17.57322176,1.395939086,-7.384230288,0.810810811,2.680965147,4.177545692,3.383458647,29.21212121,23.17073171,-19.34501142,-11.14258735,..
NOR,1.038289969,1.932419827,3.084721395,3.574395539,2.845324367,5.055427388,4.155491334,5.027947172,5.284592985,2.624426222,2.012863289,3.204979222,2.074790394,1.44625414,0.910105664,3.96941456,2.625419938,2.399828426,2.994251851,0.476379999,-1.727020309,0.701833824,0.981434479,2.703109471,1.034072914,1.969544301,1.967128438,1.071558977,2.323258407,1.118828827,0.851897614,-0.762477535
INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
OED,3.898663879,3.18222778,1.474571468,2.066001617,1.148273308,3.004524167,2.673122627,3.093488802,3.469333784,2.816278188,3.172102821,3.99751397,1.402642443,1.537615616,2.056760649,3.216683349,2.821211791,3.095175649,2.728004369,0.281988438,-3.424373636,2.953657317,1.838805781,1.287136286,1.51705912,2.086324747,2.481248708,1.757784058,2.54866761,2.241527322,1.580035993,-4.688604788
OMA,11.75686184,-0.13042574,6.074078026,8.413884164,6.042960343,3.87577415,4.996819647,3.04594021,6.033512412,2.642337738,0.331496297,6.551066393,4.482802283,-1.10090483,-2.668591212,1.292205037,2.490221492,5.371888789,4.452684151,8.200077978,6.112395533,1.71398521,2.658868673,9.045042934,5.104799427,1.458555782,4.630374517,5.097067605,0.346322041,0.919398934,-0.825239185,..
OSS,..,..,..,..,..,..,..,..,..,..,..,..,4.251753077,4.598423771,4.48250273,9.169052478,5.792682359,10.67092192,9.946594488,7.50112261,1.993954593,8.571909918,7.519426302,3.596114499,3.600226804,3.723961447,3.122866608,2.747011098,1.00749674,2.055888705,1.930451087,-5.121623389
PSS,4.792071579,3.915494448,0.181891537,5.351047266,2.956670354,4.785506835,4.364419572,3.021318433,-1.090344129,1.67665422,4.744329564,-1.138339608,1.101168481,1.955588545,2.06788367,3.959316721,2.20890963,2.411328098,0.994066439,1.726812889,-0.920213888,2.997966201,3.819518848,0.739770986,3.212257512,3.613932362,3.653949101,3.759065065,4.315759961,2.859558094,0.780680116,-13.02810686
PAK,4.959768894,4.458586815,5.061567755,7.705897823,1.757747698,3.737415553,4.962609149,4.846581284,1.014396014,2.550234296,3.660132743,4.260088011,3.554418216,2.508337724,5.777033992,7.546860015,6.518778074,5.898984441,4.832817277,1.701405465,2.831658519,1.606688629,2.748405917,3.50703342,4.396456633,4.674707981,4.731147475,5.526735845,5.554277437,5.836417498,0.98882944,0.525527439
PLW,..,..,..,..,..,..,..,..,..,..,..,..,6.4401233,3.579391408,-3.263369863,4.856009146,3.959868893,-0.405653116,2.021153899,-5.781917893,-6.590462376,0.216072674,6.683682862,1.672602595,-3.387316396,6.293847377,7.539069794,-0.08336373,-1.916360453,4.058885124,-4.247302016,..
PAN,1.562247005,8.098993006,9.419005562,8.201680334,5.455744436,2.850146814,1.751678757,4.079703206,6.46099044,7.341500703,3.917206589,2.715374155,0.574272791,2.229149417,4.205495945,7.522079658,7.191279402,8.652465611,11.98398539,9.855654852,1.242992318,5.827839392,11.31373175,9.778545547,6.903948051,5.066422355,5.733054296,4.953211423,5.591148876,3.598112758,3.039750211,-17.94933167
PNG,-1.419579885,-3.01216922,9.546897709,13.84908527,18.20228595,5.94210906,-3.312448778,7.733695798,-3.904389656,-3.769113218,1.855553994,-2.494841993,-0.121288606,-0.158900533,2.164102502,2.721175741,6.344795923,5.409944091,7.815189229,-0.296457846,6.800421483,10.12845407,1.107543626,4.657119597,3.824946328,13.54377062,6.578356323,5.489573153,3.534610818,-0.279252285,5.859794197,-3.878818537
PAR,6.93520391,4.12328288,3.493650155,1.696428011,4.936359415,5.31791766,6.822810304,1.573785132,4.242516103,0.068037756,-1.366079712,-2.314140568,-0.834054717,-0.021404395,4.320745486,4.057418364,2.133490665,4.807117193,5.421622872,6.49629212,-0.261137328,11.09523127,4.286371207,-0.708043112,8.293076489,5.301238592,2.957151735,4.268025833,4.810078856,3.204250341,-0.401855101,-1
PER,-12.31204145,-4.982563536,2.219259103,-0.540509125,5.243577008,12.30836618,7.411395047,2.798973079,6.476824421,-0.391537556,1.494910643,2.694371398,0.617892326,5.453528938,4.165023137,4.958203206,6.285060325,7.528899044,8.518387769,9.126568301,1.095823659,8.332459107,6.327192402,6.139724706,5.852518211,2.382157372,3.252244772,3.953318715,2.518835442,3.96915687,2.203974749,-11.14881188
PHI,6.205311117,3.036966294,-0.578334651,0.337603031,2.116307179,4.387623341,4.678692219,5.845873473,5.185362276,-0.576718147,3.081916459,4.411222159,3.049231345,3.716255002,5.086911135,6.569228512,4.942505119,5.316416821,6.51929155,4.344487305,1.448323063,7.33449996,3.858232828,6.896951711,6.750531301,6.347987483,6.348309717,7.14945675,6.930988326,6.341485571,6.118525663,-9.573029875
POL,..,..,-7.015578796,2.514978612,3.738310308,5.292802058,7.102865538,6.115380709,6.449059835,4.640634369,4.654826659,4.561025468,1.258472694,2.035903501,3.498399184,4.982822123,3.506847453,6.131143946,7.061543813,4.199962292,2.832184589,3.740517779,4.757638004,1.324890828,1.125767836,3.378578073,4.236326306,3.141731229,4.83065457,5.353704746,4.540919514,-2.701709195
POR,6.44063924,3.950522763,4.368206463,1.089476408,-2.043276532,0.964837925,4.28278046,3.504247069,4.400867754,4.807962976,3.90657744,3.816178063,1.943672296,0.770924024,-0.930521193,1.788735682,0.781848216,1.625034176,2.506579646,0.319247925,-3.12207942,1.737625476,-1.696164781,-4.057293608,-0.922644675,0.792190302,1.792046046,2.019485396,3.506345285,2.849326461,2.488958606,-7.563616423
PST,3.910207562,2.941385747,1.383125111,1.844557237,0.893319225,2.899527327,2.679833805,2.879891469,3.241239342,2.653798189,3.283485542,3.933192482,1.538037589,1.505124764,2.026885356,3.123668147,2.738081094,2.977575414,2.65611062,0.235656322,-3.46413388,2.851521672,1.583795528,1.129571561,1.356586443,1.903938859,2.16738818,1.669168158,2.402517257,2.138663947,1.528916724,-4.919864605
PRE,1.527104897,9.735485358,-9.868127517,2.996328415,-0.139956343,0.138283786,3.257668554,5.87080083,5.97709754,7.695837494,4.779654863,5.893175817,4.657577613,5.470253806,-1.523649393,12.82951694,6.217543875,6.489416471,6.482205582,6.849586325,5.185995136,6.311349417,4.667210224,5.742974119,6.071343111,5.07020395,3.276488863,2.761231007,1.739669766,2.155079404,2.984833985,-2.485619501
PUR,4.334952397,-2.840540726,2.304391187,4.564051815,4.644527001,4.185958613,4.548988106,2.313707509,4.880087209,5.530725612,5.389699928,3.271964529,6.313471555,0.916459384,0.053419805,8.748676927,-1.986938733,-1.409414024,-1.16280669,-1.84413425,-1.952425142,-0.413254118,-0.358510628,0.02927511,-0.306826657,-1.190363454,-1.049443651,-1.263002925,-2.885954759,-4.147474747,1.484814635,-3.903305193
QAT,..,..,..,..,..,..,..,..,..,..,..,..,3.898186662,7.18215168,3.719958677,19.21891534,7.492758483,26.17024567,17.98565682,17.66355636,11.95656113,19.59233153,13.37517642,4.730011832,5.556040641,5.334323299,4.753345721,3.064191883,-1.49760469,1.234872192,0.774808391,-3.667835526
ROU,..,..,-12.91821073,-8.767228452,1.528834497,3.93194273,6.233511484,3.907702088,-4.849062738,-2.029812906,-0.376660706,2.461263459,5.218136257,5.70299165,2.341147329,10.42811302,4.668148051,8.028811076,7.233807744,9.307467171,-5.517394408,-3.90123628,1.906067707,2.040665131,3.770962304,3.608723653,2.953674037,4.702997747,7.319448529,4.474523775,4.127450998,-3.859373593
RUS,..,-2.999995642,-5.046939451,-14.53107377,-8.668540341,-12.56975598,-4.143528406,-3.755069439,1.399915805,-5.299961625,6.39991469,10.00006682,5.100051225,4.699991909,7.299952345,7.19994787,6.399965448,8.200068255,8.499977768,5.199969265,-7.799993913,4.5,4.300029186,4.024086157,1.755422149,0.736267221,-1.972719226,0.193690072,1.825790064,2.80724541,2.032982739,-2.951273899
RWA,-0.036534274,-2.399291097,-2.514379655,5.872725238,-8.108691877,-50.2480671,35.22407831,12.74569576,13.84975249,8.858669491,4.351888326,8.37091824,8.484564136,13.19207266,2.202365531,7.447679676,9.377899425,9.227077874,7.633281208,11.16124324,6.248259929,7.334656108,7.958406046,8.641500169,4.719854196,6.167166701,8.856844355,5.970744298,3.976289694,8.579424541,9.460682482,-3.355472122
SAM,3.707313698,-4.421450949,-2.300009405,-0.199992237,4.099990037,-2.542098541,6.67364307,7.178972189,0.643422087,2.194889222,2.18543305,6.918794454,6.939761793,4.343996108,4.515482455,4.625000762,4.156489543,1.968808341,6.322644804,1.009087755,-4.808273849,0.479158678,4.173393458,-4.08872377,-0.418844399,0.078245335,4.272188528,8.054160438,1.044879689,-2.063273066,3.580625558,-2.742567396
SMR,..,..,..,..,..,..,..,..,..,7.465618861,9.049360146,2.179379715,5.578342904,0.310800311,3.872966692,4.548844146,2.42510699,3.830083565,7.109322602,-0.500939261,-10.32095658,-5.473684211,-8.314773571,-7.044534413,-0.783972125,-0.7023705,2.291505561,2.344405861,0.258265466,1.544761129,2.374701565,..
STP,..,..,..,..,..,..,..,..,..,..,..,..,..,2.37687824,6.573476922,3.832223902,7.093773747,9.115642105,3.253605149,8.186174056,2.426282361,6.671983657,4.398202015,3.14197646,4.814792654,6.549934955,3.911337989,4.164768974,3.848980918,2.945268909,2.210855833,3.089725555
KAS,-0.503015881,15.19342589,15.00788025,3.987540169,-1.363741429,0.558720185,0.212091348,2.637424217,1.103782049,2.893362519,-3.763285216,5.625416143,-1.210743863,-2.819174404,11.24206139,7.958441664,5.573850121,2.788402228,1.847130252,6.249772755,-2.05924919,5.039484027,9.996846554,5.411444902,2.699254723,3.652481698,4.10640887,1.670624758,-0.741502653,2.434110781,0.331435729,-4.106583412
SEN,3.973783314,-0.746282223,2.659962657,1.320233037,1.360213007,-0.047520949,5.468584858,2.019977209,3.045601035,5.898479318,6.28330825,3.887210958,4.310851466,0.068696575,5.593950945,4.643293937,4.310238526,2.330770983,2.827119201,3.703169064,2.752104485,3.390889253,1.33409108,4.002995551,2.412385276,6.224074438,6.367043651,6.356068572,7.407486186,6.209241034,4.402406836,0.870408532
SRB,..,..,..,..,..,..,..,6.264082643,7.207379839,3.340877358,-9.424161606,6.13181309,6.878774765,6.380405304,4.387757023,9.028196928,5.530347121,5.107790141,6.439525554,5.655576622,-2.731751989,0.731044553,2.036276689,-0.681542369,2.892636734,-1.58951032,1.806059265,3.338586765,2.101163847,4.495121293,4.24851344,-0.979714616
SEY,11.19882307,6.99554469,2.760426099,7.161466737,6.196649768,-0.798696999,-0.825642363,4.917525348,11.96155598,8.403398525,1.872006587,1.514338815,-2.271162762,1.212831267,-5.887127528,-2.850453659,9.005761428,9.40612788,10.42143611,-2.146892655,-1.105245793,5.954962469,7.887279597,1.260828834,6.018076825,4.504785244,4.937385619,4.562623278,4.821336987,1.327618768,1.552403379,-10.72048707
SLE,0.729999999,3.349997984,2.351960645,-19.01290963,1.374549379,-1.947384335,-7.999753286,1.753821399,-5.877082015,1.785014281,-1.979285588,6.652727885,-6.345455153,26.4173166,9.313120969,6.59794486,4.505095672,4.223914279,8.058145152,5.39828521,3.188051216,5.346466052,6.315045036,15.18176908,20.71576829,4.556772366,-20.59877072,6.055474029,4.211182649,3.446162621,5.600483383,-2.162497231
SGP,10.15861032,9.821049131,6.688502513,6.63968959,11.46277474,11.09764794,7.20090749,7.47137959,8.319916527,-2.195377826,5.724008424,9.039146751,-1.069015885,3.914609745,4.535779654,9.819591677,7.359033677,9.00514373,9.022133014,1.868245534,0.120982742,14.52563899,6.337870814,4.461608951,4.837298646,3.938002729,2.988520676,3.329034458,4.520379476,3.497469601,1.345217486,-5.391021406
SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.199994022,4.600002996,1.39054667,1.306727883,1.580384638,0.4,0.5,-5.8,-6.6,..,..
SVK,..,..,..,..,1.901327009,6.205529679,5.84349599,6.619895357,5.925838557,4.076096334,-0.105914263,1.166528247,3.253782729,4.509444001,5.499082151,5.278879991,6.623463215,8.493177587,10.83202883,5.574886362,-5.455533231,5.871256109,2.847218178,1.896742271,0.666535042,2.641589746,4.81489967,2.132727784,2.989520318,3.650123358,2.511588141,-4.754325341
SLO,..,..,..,..,..,..,..,3.203005809,5.049793457,3.279365444,5.332666572,3.67237155,3.216560335,3.505598057,2.960260286,4.359192778,3.797972642,5.746396901,6.980160755,3.509841517,-7.548437791,1.343748472,0.861327733,-2.639438757,-1.029282772,2.768158831,2.210081607,3.191852518,4.79354876,4.384501721,3.184341624,-5.532207845
SST,..,..,..,..,..,..,..,..,..,3.332695344,3.233114355,4.846815802,3.682275475,4.314344604,4.671772304,7.914013136,5.25626649,9.699750797,8.440193767,6.206276459,0.932174751,7.213705068,6.40893531,3.192834227,3.165165115,3.238836659,2.801464989,2.22066917,0.960781995,2.047937363,1.737417245,-5.628704317
SOL,4.262372721,2.20304338,6,12.70440252,3.999255952,8.10230728,10.09265387,1.608055305,-0.917024109,1.298701299,-0.486295314,-14.27513698,-7.963378822,-2.796546547,6.526356439,6.652166032,5.540448674,4.863123994,4.453316953,5.807115554,2.556620814,8.616718602,7.2720469,1.860465116,5.331050228,1.051262599,1.415701416,5.879864636,5.343587695,3.94424955,1.204049986,-4.317260027
SOM,-0.175911818,-1.484075684,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.363823227,3.463855422,2.886948083,1.391181325,2.790697674,2.895927602,-1.495162709
RSA,2.394784159,-0.317785676,-1.018219873,-2.137056889,1.233519913,3.200001049,3.099995418,4.299998961,2.600002116,0.500000905,2.399996245,4.200003476,2.699994567,3.700382352,2.949079137,4.554552745,5.277056312,5.603797657,5.360475891,3.191046741,-1.538089334,3.039730814,3.284168142,2.213354808,2.4852005,1.846991604,1.193732801,0.39908793,1.414512626,0.78705557,0.152583317,-6.959604452
SAS,5.487870382,5.428873284,1.861493943,5.706622218,4.425651732,6.096744842,6.989916236,6.895350601,3.814329387,5.633235739,7.826885139,4.060569376,4.496537842,3.647415817,7.377364275,7.579822481,7.602138261,7.71658378,7.3323653,3.237683417,7.134107587,7.703499456,5.137552419,5.499393795,6.083035997,6.992835859,7.485375824,7.777386772,6.628584341,6.443496369,4.024900384,-6.581768179
